Date,Executive Board,Executive Committee,None Executive,Significant Shareholders
2017-06-09,33.668903803132,19.23937360178971,16.368381804623414,30.723340790454884
2017-06-10,33.48124243646631,19.64501815248084,16.61960467930617,30.254134731746674
2017-06-11,33.70545298411335,18.334048948046373,16.53069987118935,31.42979819665092
2017-06-12,34.60514640638864,17.480035492457855,16.104702750665485,31.810115350488022
2017-06-13,33.90052356020943,16.972076788830716,17.015706806282722,32.111692844677144
2017-06-14,32.91984732824428,17.748091603053435,17.986641221374047,31.345419847328248
2017-06-15,33.147751605995715,17.815845824411134,18.029978586723768,31.006423982869375
2017-06-16,33.16708229426434,17.37323358270989,17.747298420615127,31.712385702410632
2017-06-17,34.76167549350024,18.05488685604237,18.247472315840156,28.935965334617237
2017-06-18,35.63402889245585,17.17495987158908,18.031032637774207,29.159978598180842
2017-06-19,33.67456896551724,16.48706896551724,18.211206896551722,31.62715517241379
2017-06-20,34.00673400673401,17.115600448933783,17.845117845117844,31.03254769921437
2017-06-21,34.93217054263566,16.666666666666668,17.684108527131784,30.717054263565892
2017-06-22,34.63519313304721,17.038626609442062,17.467811158798284,30.858369098712444
2017-06-23,33.14001657000829,17.52278376139188,18.516984258492126,30.82021541010771
2017-06-26,33.52322524101666,16.652059596844875,18.31726555652936,31.507449605609118
2017-06-27,34.016028495102404,17.275155832591274,18.2546749777382,30.45414069456812
2017-06-28,34.14298808432631,17.369385884509622,17.78185151237397,30.705774518790097
2017-06-29,34.372049102927285,18.36638338054769,17.89423984891407,29.367327667610954
2017-06-30,34.06408094435076,18.043844856661046,17.875210792580102,30.0168634064081
2017-07-01,34.11962931760741,18.07076663858467,17.818028643639426,29.991575400168497
2017-07-02,34.472934472934476,18.566001899335234,18.233618233618234,28.72744539411206
2017-07-03,35.509838998211094,17.710196779964225,18.51520572450805,28.264758497316638
2017-07-04,35.21758636159713,17.092866756393,17.990130103185283,29.699416778824585
2017-07-05,28.967813540510544,13.651498335183131,15.020347761746208,42.36034036256012
2017-07-06,31.410256410256416,13.159879336349926,13.951734539969832,41.478129713423826
2017-07-07,29.28571428571429,12.337662337662337,13.40909090909091,44.967532467532465
2017-07-08,28.665056916178,11.728182131769579,12.969989651604003,46.63677130044844
2017-07-09,28.235294117647058,11.139705882352942,12.941176470588234,47.68382352941176
2017-07-10,27.517266448564158,10.287168302435479,13.267902580879682,48.92766266812069
2017-07-11,28.9587852494577,9.291395516992047,13.268257411424441,48.48156182212581
2017-07-12,29.15702479338843,9.818181818181818,13.355371900826446,47.66942148760331
2017-07-13,29.191018148262078,9.843125192248541,14.426330359889267,46.539526299600126
2017-07-14,27.953619554998433,10.090880601692259,13.50673769978063,48.44876214352867
2017-07-15,26.98139214334941,10.062026188835285,13.576843556168159,49.37973811164713
2017-07-17,33.125778331257784,11.87214611872146,15.85720215857202,39.14487339144873
2017-07-18,32.46699669966996,11.839933993399338,15.965346534653463,39.727722772277225
2017-07-19,36.86502177068215,12.723754233188197,17.126269956458636,33.28495403967103
2017-07-20,37.612323491655964,12.965340179717586,16.902011125374408,32.52032520325203
2017-07-21,36.55954631379962,12.854442344045369,17.05103969754253,33.53497164461248
2017-07-22,37.300922045264045,12.782900251466891,16.806370494551555,33.10980720871753
2017-07-23,36.11374407582938,13.649289099526069,16.77725118483412,33.459715639810426
2017-07-24,36.414565826330524,15.172735760971054,16.386554621848738,32.02614379084967
2017-07-25,37.58765778401122,15.895278167367929,14.071996259934547,32.4450677886863
2017-07-26,38.99521531100479,15.21531100478469,14.210526315789473,31.57894736842105
2017-07-27,38.8646288209607,15.502183406113538,14.366812227074236,31.266375545851528
2017-07-28,38.05348531345901,14.993423936869792,14.379658044717228,32.573432704953966
2017-07-29,37.20481927710843,15.469879518072288,14.457831325301203,32.86746987951807
