Date,ADAS,HFR Equity Hedge Index
2018-04-14,129.123959294,111.844305259
2018-04-15,129.123959294,111.844305259
2018-04-16,129.973094695,111.899749637
2018-04-17,130.969905818,112.301721378
2018-04-18,132.093471935,112.526964164
2018-04-19,131.863343935,112.196030533
2018-04-20,130.734855294,111.962990882
2018-04-21,130.734855294,111.962990882
2018-04-22,130.734855294,111.962990882
2018-04-23,130.841920192,111.80098934
2018-04-24,130.054316342,111.44233352
2018-04-25,130.919449946,111.18157168
2018-04-26,131.138502267,111.200630685
2018-04-27,130.736085925,111.010906954
2018-04-28,130.736085925,111.010906954
2018-04-29,130.736085925,111.010906954
2018-04-30,129.224871038,110.764872526
2018-05-01,129.534990054,110.841108546
2018-05-02,128.693238439,110.84457382
2018-05-03,128.455726653,110.520570736
2018-05-04,130.010013625,110.788263124
2018-05-05,130.010013625,110.788263124
2018-05-06,130.010013625,110.788263124
2018-05-07,130.010013625,110.990981631
2018-05-08,130.302903807,110.664379592
2018-05-09,132.295295421,111.124394666
2018-05-10,133.2268831,111.462258845
2018-05-11,132.910610929,111.85123581
2018-05-12,132.910610929,111.85123581
2018-05-13,132.910610929,111.85123581
2018-05-14,133.268724554,111.945664516
2018-05-15,132.70632618,111.593939243
2018-05-16,132.893382094,111.877225362
2018-05-17,132.933992918,111.929204466
2018-05-18,132.060244897,111.669308944
2018-05-19,132.060244897,111.669308944
2018-05-20,132.060244897,111.669308944
2018-05-21,132.423281047,111.761138695
2018-05-22,132.025787229,111.790593521
2018-05-23,131.505230309,111.296792029
2018-05-24,131.779661025,111.22575392
2018-05-25,131.613525838,111.130458895
2018-05-26,131.613525838,111.130458895
2018-05-27,131.613525838,111.130458895
2018-05-28,131.575376277,111.130458895
2018-05-29,131.23941401,110.422676757
2018-05-30,131.291100513,110.995313224
2018-05-31,130.725010246,111.095806159
2018-06-01,131.037590524,111.418942925
2018-06-02,131.037590524,111.418942925
2018-06-03,131.037590524,111.418942925
2018-06-04,131.037590524,111.457060935
2018-06-05,132.393745903,111.464857801
2018-06-06,132.516809005,112.021034218
2018-06-07,132.521731529,112.078211233
2018-06-08,133.036135293,112.120660835
2018-06-09,133.036135293,112.120660835
2018-06-10,133.036135293,112.120660835
2018-06-11,133.135816405,112.166575711
2018-06-12,133.583766095,112.071280686
2018-06-13,133.721596769,112.092072328
2018-06-14,133.738825603,111.899749642
2018-06-15,133.80774094,111.764603971
2018-06-16,133.80774094,111.764603971
2018-06-17,133.80774094,111.764603971
2018-06-18,133.913575207,111.412878698
2018-06-19,133.093974951,110.989248997
2018-06-20,134.056328405,111.284663574
2018-06-21,133.002908256,110.844573823
2018-06-22,133.159198395,111.113132529
2018-06-23,133.159198395,111.113132529
2018-06-24,133.159198395,111.113132529
2018-06-25,132.030709754,110.466858998
